,url,fname,val_type
0,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0224.jpg,0224.jpg,pos
1,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/7678.jpg,7678.jpg,pos
2,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/2506.jpg,2506.jpg,pos
3,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6354.jpg,6354.jpg,pos
4,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0662.jpg,0662.jpg,pos
5,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6435.jpg,6435.jpg,pos
6,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/4635.jpg,4635.jpg,pos
7,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/5054.jpg,5054.jpg,pos
8,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1613.jpg,1613.jpg,pos
9,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0400.jpg,0400.jpg,pos
10,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/5049.jpg,5049.jpg,pos
11,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0132.jpg,0132.jpg,pos
12,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0302.jpg,0302.jpg,pos
13,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/3203.jpg,3203.jpg,pos
14,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/2427.jpg,2427.jpg,pos
15,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1764.jpg,1764.jpg,pos
16,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/7918.jpg,7918.jpg,pos
17,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/4684.jpg,4684.jpg,pos
18,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6409.jpg,6409.jpg,pos
19,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0928.jpg,0928.jpg,pos
20,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/2322.jpg,2322.jpg,pos
21,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0170.jpg,0170.jpg,pos
22,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6535.jpg,6535.jpg,pos
23,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1593.jpg,1593.jpg,pos
24,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/7406.jpg,7406.jpg,pos
25,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6413.jpg,6413.jpg,pos
26,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/7114.jpg,7114.jpg,pos
27,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0605.jpg,0605.jpg,pos
28,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0118.jpg,0118.jpg,pos
29,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1620.jpg,1620.jpg,pos
30,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/7940.jpg,7940.jpg,pos
31,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0905.jpg,0905.jpg,pos
32,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/3727.jpg,3727.jpg,pos
33,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1820.jpg,1820.jpg,pos
34,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0238.jpg,0238.jpg,pos
35,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/3967.jpg,3967.jpg,pos
36,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0908.jpg,0908.jpg,pos
37,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0401.jpg,0401.jpg,pos
